id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,age group,delay category,service score
35149,male,disloyal customer,39,business travel,business,1118,2,3,3,3,1,3,4,1,3,5,3,1,3,1,0,20.0,neutral or dissatisfied,31-45,no delay,2.5
125823,male,disloyal customer,23,business travel,eco,1013,3,3,3,3,5,3,3,5,3,5,4,5,5,5,4,0.0,neutral or dissatisfied,18-30,1-15,4.083333333333333
116925,male,loyal customer,49,business travel,business,2778,3,3,3,3,2,5,4,5,5,5,5,3,5,4,22,6.0,satisfied,46-60,16-30,4.083333333333333
103326,female,loyal customer,35,personal travel,eco,1139,2,4,2,1,5,2,5,5,5,4,3,3,5,5,0,4.0,neutral or dissatisfied,31-45,no delay,3.8333333333333335
104969,female,loyal customer,59,business travel,business,314,2,2,2,2,4,5,4,5,5,5,5,3,5,3,80,69.0,satisfied,46-60,60+,4.0
54556,female,loyal customer,64,personal travel,eco,925,3,1,3,3,2,3,2,4,4,3,4,2,4,1,0,3.0,neutral or dissatisfied,60+,no delay,2.9166666666666665
114469,male,loyal customer,75,business travel,business,371,1,1,1,1,4,2,2,1,1,1,1,1,1,1,14,11.0,neutral or dissatisfied,60+,1-15,1.4166666666666667
61306,male,loyal customer,9,personal travel,eco,862,2,1,2,2,4,2,4,4,3,3,1,3,2,4,2,1.0,neutral or dissatisfied,under 18,1-15,2.8333333333333335
18117,female,loyal customer,44,business travel,eco plus,629,3,1,1,1,5,3,4,3,3,3,3,1,3,2,11,8.0,neutral or dissatisfied,31-45,1-15,2.8333333333333335
65932,female,loyal customer,13,personal travel,eco,569,2,3,2,3,1,2,1,1,5,2,2,1,4,1,59,62.0,neutral or dissatisfied,under 18,31-60,2.0
57316,male,loyal customer,53,business travel,business,414,1,1,1,1,4,4,5,5,5,4,5,5,5,3,0,1.0,satisfied,46-60,no delay,3.9166666666666665
55434,female,loyal customer,44,business travel,eco,2136,2,2,4,4,2,2,2,2,5,2,2,2,2,2,0,51.0,neutral or dissatisfied,31-45,no delay,2.4166666666666665
105469,female,disloyal customer,28,business travel,business,495,2,2,2,1,3,2,3,3,3,2,5,3,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,2.9166666666666665
15297,female,disloyal customer,23,business travel,eco,612,3,5,3,1,2,3,2,2,3,1,5,2,3,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.5833333333333335
127101,female,loyal customer,32,personal travel,eco,647,5,5,5,2,1,5,1,1,3,5,1,5,4,1,0,0.0,satisfied,31-45,no delay,3.0833333333333335
112872,female,loyal customer,39,business travel,business,1357,3,3,1,3,4,5,5,2,2,2,2,4,2,5,1,0.0,satisfied,31-45,1-15,3.0833333333333335
97574,female,loyal customer,53,business travel,business,3497,5,5,5,5,5,5,4,3,3,3,3,5,3,3,43,43.0,satisfied,46-60,31-60,3.9166666666666665
100010,female,loyal customer,44,business travel,business,277,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,31-45,no delay,3.8333333333333335
115618,male,loyal customer,51,business travel,business,1898,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,1.0,satisfied,46-60,no delay,4.0
25728,male,loyal customer,40,personal travel,eco,528,5,4,5,2,4,5,4,4,4,3,5,3,4,4,12,0.0,satisfied,31-45,1-15,4.166666666666667
111717,female,loyal customer,25,personal travel,eco,541,3,4,3,2,1,3,1,1,4,5,5,5,4,1,33,37.0,neutral or dissatisfied,18-30,31-60,3.0
13734,male,loyal customer,53,business travel,eco,401,4,3,3,3,4,4,4,2,2,3,5,4,2,4,242,242.0,satisfied,46-60,60+,3.4166666666666665
2415,male,loyal customer,8,personal travel,eco,604,2,5,2,3,5,2,5,5,4,5,4,3,1,5,0,0.0,neutral or dissatisfied,under 18,no delay,3.5833333333333335
89624,male,loyal customer,24,business travel,eco,1035,4,4,4,4,4,4,4,4,2,1,3,3,3,4,26,4.0,neutral or dissatisfied,18-30,16-30,3.3333333333333335
36007,female,disloyal customer,33,business travel,eco,399,2,0,2,2,4,2,5,4,2,3,5,4,3,4,0,0.0,neutral or dissatisfied,31-45,no delay,3.3333333333333335
67683,female,loyal customer,57,business travel,business,3161,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,46-60,no delay,4.333333333333333
10437,female,disloyal customer,22,business travel,business,224,0,4,0,1,3,0,3,3,4,5,4,4,4,3,0,0.0,satisfied,18-30,no delay,2.75
110284,female,disloyal customer,19,business travel,business,883,5,0,5,2,5,5,5,5,3,5,4,4,5,5,8,22.0,satisfied,18-30,1-15,4.666666666666667
122491,male,loyal customer,57,business travel,eco plus,808,1,2,2,2,1,1,1,1,1,4,2,3,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,1.6666666666666667
103301,male,disloyal customer,24,business travel,eco,1139,4,3,3,3,1,3,1,1,3,2,5,5,5,1,0,0.0,satisfied,18-30,no delay,2.8333333333333335
36157,male,loyal customer,14,personal travel,business,1674,1,3,1,3,3,1,4,3,4,4,3,2,3,3,42,91.0,neutral or dissatisfied,under 18,31-60,2.6666666666666665
3,male,loyal customer,41,business travel,business,853,4,4,4,4,5,5,5,3,3,3,3,4,3,5,0,0.0,satisfied,31-45,no delay,3.9166666666666665
3854,male,loyal customer,53,personal travel,eco,650,3,1,3,2,2,3,2,2,4,1,2,1,3,2,0,0.0,neutral or dissatisfied,46-60,no delay,2.3333333333333335
106560,male,loyal customer,48,business travel,business,2123,1,1,1,1,2,4,5,5,5,5,5,3,5,4,2,0.0,satisfied,46-60,1-15,3.75
113683,female,loyal customer,26,personal travel,eco,197,1,3,0,3,3,0,3,3,4,3,3,3,3,3,16,18.0,neutral or dissatisfied,18-30,16-30,2.4166666666666665
48500,female,loyal customer,24,business travel,business,3795,3,3,3,3,5,4,5,5,3,5,1,4,3,5,0,0.0,satisfied,18-30,no delay,3.8333333333333335
119193,female,loyal customer,45,business travel,eco,331,1,3,3,3,4,4,3,1,1,1,1,1,1,3,26,30.0,neutral or dissatisfied,31-45,16-30,2.0
48424,male,loyal customer,47,business travel,eco,819,4,2,2,2,5,4,5,5,1,5,4,5,1,5,0,0.0,satisfied,46-60,no delay,3.8333333333333335
6253,female,loyal customer,8,personal travel,eco,413,2,5,2,2,5,2,5,5,2,3,4,4,2,5,0,0.0,neutral or dissatisfied,under 18,no delay,3.4166666666666665
100655,female,loyal customer,58,business travel,business,1858,3,3,3,3,2,5,5,4,4,4,4,5,4,4,2,8.0,satisfied,46-60,1-15,3.9166666666666665
58151,female,loyal customer,42,business travel,business,3239,5,5,5,5,2,5,5,4,4,5,4,5,4,4,0,34.0,satisfied,31-45,no delay,4.333333333333333
95245,male,loyal customer,49,personal travel,eco,189,3,1,3,4,1,3,1,1,1,3,3,4,4,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.3333333333333335
111155,female,loyal customer,68,personal travel,eco,1173,3,4,3,1,4,5,4,4,4,3,2,3,4,4,0,0.0,neutral or dissatisfied,60+,no delay,3.5833333333333335
49354,male,loyal customer,47,business travel,eco,156,4,5,5,5,5,4,5,5,2,1,4,4,2,5,1,1.0,satisfied,46-60,1-15,3.8333333333333335
79934,female,loyal customer,31,business travel,business,3025,3,4,3,3,5,5,5,5,5,2,5,4,4,5,10,0.0,satisfied,31-45,1-15,4.25
32884,male,loyal customer,15,personal travel,eco,216,4,5,0,3,2,0,2,2,5,2,4,5,5,2,0,1.0,neutral or dissatisfied,under 18,no delay,2.75
86004,male,loyal customer,51,business travel,business,554,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,46-60,no delay,4.0
123646,female,disloyal customer,26,business travel,business,214,5,5,5,1,1,5,1,1,3,3,5,3,5,1,0,0.0,satisfied,18-30,no delay,3.1666666666666665
4521,male,loyal customer,41,business travel,business,2836,2,2,3,2,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,31-45,no delay,3.5833333333333335
114074,male,loyal customer,9,business travel,business,2139,1,1,1,1,1,1,1,4,3,4,4,1,3,1,130,134.0,neutral or dissatisfied,under 18,60+,2.0833333333333335
67680,female,loyal customer,47,business travel,business,3835,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,9.0,satisfied,46-60,no delay,3.9166666666666665
6793,female,loyal customer,54,business travel,business,224,2,3,3,3,2,2,2,3,4,2,3,2,2,2,65,154.0,neutral or dissatisfied,46-60,60+,2.4166666666666665
78719,female,loyal customer,57,business travel,business,2306,5,5,5,5,2,4,4,4,4,5,4,4,4,3,59,60.0,satisfied,46-60,31-60,4.0
55200,male,loyal customer,50,personal travel,eco plus,1609,5,1,5,3,4,5,4,4,3,1,4,1,4,4,0,0.0,satisfied,46-60,no delay,3.6666666666666665
2614,female,loyal customer,68,personal travel,eco,280,1,1,1,4,2,3,3,2,2,1,2,4,2,1,0,0.0,neutral or dissatisfied,60+,no delay,2.0
128532,male,loyal customer,35,personal travel,eco,370,2,4,2,4,3,2,3,3,2,3,4,4,3,3,33,34.0,neutral or dissatisfied,31-45,31-60,2.8333333333333335
98514,male,disloyal customer,37,business travel,business,402,1,2,2,2,3,2,3,3,3,3,5,4,5,3,0,0.0,neutral or dissatisfied,31-45,no delay,3.0833333333333335
6570,female,loyal customer,33,business travel,business,473,4,1,1,1,2,3,3,4,4,4,4,1,4,3,45,40.0,neutral or dissatisfied,31-45,31-60,3.0833333333333335
31220,female,loyal customer,60,personal travel,eco,628,4,1,4,2,4,2,2,5,5,4,5,3,5,3,0,5.0,neutral or dissatisfied,46-60,no delay,3.8333333333333335
126643,male,loyal customer,28,business travel,business,2045,4,3,3,3,4,4,4,4,1,4,4,1,4,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.4166666666666665
28469,female,disloyal customer,30,business travel,eco,1721,4,4,4,3,3,4,3,3,5,4,3,2,5,3,2,10.0,satisfied,18-30,1-15,3.5833333333333335
74061,male,disloyal customer,40,business travel,business,722,4,4,4,3,4,4,5,4,4,4,4,3,4,4,4,0.0,neutral or dissatisfied,31-45,1-15,4.0
42363,male,loyal customer,10,personal travel,eco,550,2,4,2,4,4,2,1,4,3,1,3,4,3,4,0,0.0,neutral or dissatisfied,under 18,no delay,2.75
127368,male,loyal customer,49,business travel,business,1009,5,4,5,5,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,46-60,no delay,4.75
17040,male,loyal customer,52,business travel,eco,1134,5,4,4,4,5,5,5,2,4,5,4,5,3,5,293,284.0,satisfied,46-60,60+,4.333333333333333
43143,male,loyal customer,39,personal travel,eco plus,192,3,5,3,3,4,3,4,4,3,2,4,5,5,4,36,40.0,neutral or dissatisfied,31-45,31-60,3.6666666666666665
93693,female,loyal customer,51,business travel,business,1452,3,3,3,3,3,4,5,1,1,2,1,4,1,3,0,0.0,satisfied,46-60,no delay,2.5833333333333335
83260,female,loyal customer,54,business travel,business,1979,5,5,5,5,4,3,4,5,5,5,5,4,5,4,4,11.0,satisfied,46-60,1-15,4.5
68099,female,disloyal customer,11,business travel,eco,868,4,4,4,3,3,4,3,3,1,5,4,1,3,3,0,3.0,neutral or dissatisfied,under 18,no delay,3.1666666666666665
126894,female,loyal customer,57,business travel,business,2125,1,1,1,1,4,5,5,4,4,4,4,3,4,3,14,0.0,satisfied,46-60,1-15,3.5
107834,male,loyal customer,32,personal travel,eco,349,5,4,5,5,4,5,4,4,3,4,5,3,4,4,3,0.0,satisfied,31-45,1-15,4.166666666666667
122811,male,loyal customer,66,personal travel,eco,599,3,2,3,4,3,3,3,3,2,5,4,3,3,3,0,0.0,neutral or dissatisfied,60+,no delay,3.1666666666666665
22691,female,loyal customer,30,business travel,business,1992,3,3,3,3,3,3,3,3,2,4,3,3,3,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.0
116747,female,loyal customer,29,personal travel,eco plus,358,1,5,2,3,5,2,5,5,4,2,4,5,4,5,13,4.0,neutral or dissatisfied,18-30,1-15,3.6666666666666665
49469,female,loyal customer,31,business travel,eco,109,5,5,4,5,5,4,5,5,5,2,4,2,2,5,0,2.0,satisfied,31-45,no delay,4.0
17652,male,loyal customer,45,business travel,business,1008,5,5,5,5,1,4,2,4,4,4,4,2,4,3,1,1.0,satisfied,31-45,1-15,3.5
88132,male,disloyal customer,23,business travel,eco,366,2,5,1,1,2,1,2,2,4,3,4,3,5,2,36,31.0,neutral or dissatisfied,18-30,31-60,2.5833333333333335
118928,female,disloyal customer,33,business travel,eco plus,587,3,3,3,4,1,3,1,1,3,3,4,1,3,1,6,0.0,neutral or dissatisfied,31-45,1-15,2.25
44567,female,loyal customer,64,business travel,eco,84,3,2,2,2,2,5,4,4,4,3,4,1,4,1,10,16.0,satisfied,60+,1-15,3.0833333333333335
79067,male,loyal customer,36,business travel,business,226,4,4,4,4,2,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,31-45,no delay,4.5
86156,female,loyal customer,59,business travel,business,1626,1,1,1,1,5,5,4,5,5,5,5,3,5,4,3,7.0,satisfied,46-60,1-15,4.0
80090,female,loyal customer,9,personal travel,eco plus,950,3,1,2,3,2,2,2,2,1,5,3,3,3,2,0,0.0,neutral or dissatisfied,under 18,no delay,2.5
120055,male,disloyal customer,23,business travel,business,237,4,4,4,1,5,4,5,5,5,5,5,3,4,5,0,0.0,satisfied,18-30,no delay,4.5
106878,female,disloyal customer,11,business travel,eco,577,4,2,4,3,2,4,2,2,2,4,4,1,3,2,70,63.0,neutral or dissatisfied,under 18,60+,2.8333333333333335
58199,female,loyal customer,11,business travel,business,1887,3,5,5,5,3,2,3,3,4,3,4,2,4,3,0,9.0,neutral or dissatisfied,under 18,no delay,3.25
47928,female,loyal customer,24,personal travel,eco,817,3,1,3,3,2,3,2,2,4,2,3,3,3,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
51411,male,loyal customer,63,personal travel,eco plus,209,5,3,5,3,4,5,2,4,4,5,4,1,4,4,0,0.0,satisfied,60+,no delay,3.9166666666666665
121583,female,loyal customer,53,business travel,business,936,1,4,4,4,3,3,3,1,1,2,1,1,1,4,8,28.0,neutral or dissatisfied,46-60,1-15,2.0833333333333335
25499,female,loyal customer,33,business travel,business,3889,5,5,5,5,2,1,2,2,2,2,2,4,2,3,0,0.0,satisfied,31-45,no delay,2.6666666666666665
85581,female,disloyal customer,25,business travel,business,259,2,0,2,5,3,2,3,3,3,5,5,3,4,3,0,2.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
96154,female,loyal customer,28,business travel,business,546,3,3,3,3,5,5,5,5,4,5,5,4,4,5,0,0.0,satisfied,18-30,no delay,4.416666666666667
8847,male,disloyal customer,25,business travel,eco,1371,3,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.0
43592,female,loyal customer,42,business travel,business,297,0,0,0,3,1,3,1,5,5,5,5,5,5,2,0,0.0,satisfied,31-45,no delay,3.0833333333333335
53369,female,disloyal customer,25,business travel,eco,968,2,2,2,4,2,2,2,2,2,1,4,1,3,2,34,26.0,neutral or dissatisfied,18-30,31-60,2.0833333333333335
32355,female,loyal customer,38,business travel,business,101,5,5,5,5,3,2,3,4,4,4,5,3,4,2,5,9.0,satisfied,31-45,1-15,3.6666666666666665
17791,male,loyal customer,42,business travel,eco,1214,2,3,3,3,2,2,2,2,4,2,3,1,3,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.3333333333333335
31829,female,disloyal customer,21,business travel,eco,1155,2,3,3,4,3,3,3,4,4,4,1,3,2,3,0,0.0,neutral or dissatisfied,18-30,no delay,2.9166666666666665
47963,male,loyal customer,56,personal travel,eco,784,1,4,1,3,1,1,1,1,5,3,4,4,4,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.25
96432,male,disloyal customer,60,personal travel,business,302,2,4,2,1,1,2,2,1,5,5,5,4,4,1,6,4.0,neutral or dissatisfied,46-60,1-15,2.8333333333333335
90480,female,disloyal customer,25,business travel,business,404,5,1,5,2,2,5,2,2,5,5,4,5,4,2,0,0.0,satisfied,18-30,no delay,3.8333333333333335
69036,female,disloyal customer,20,business travel,business,1389,4,0,4,4,4,4,4,4,5,2,4,5,4,4,0,0.0,satisfied,18-30,no delay,4.0
93469,male,loyal customer,40,business travel,business,671,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied,31-45,no delay,4.333333333333333
75672,female,disloyal customer,22,business travel,eco,813,4,4,4,5,1,4,1,1,3,2,4,3,4,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
21967,female,loyal customer,39,business travel,business,448,3,1,1,1,3,4,4,3,3,3,3,3,3,2,5,0.0,neutral or dissatisfied,31-45,1-15,2.9166666666666665
21251,male,loyal customer,71,business travel,eco plus,153,3,3,3,3,3,3,3,3,3,2,4,1,3,3,75,73.0,neutral or dissatisfied,60+,60+,2.8333333333333335
15884,female,loyal customer,9,personal travel,eco,618,1,5,1,3,4,1,1,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.0833333333333335
4777,female,loyal customer,60,business travel,eco,438,1,1,1,1,2,3,4,1,1,1,1,2,1,4,75,82.0,neutral or dissatisfied,46-60,60+,1.8333333333333333
36480,female,loyal customer,41,business travel,business,2084,1,1,1,1,5,5,4,4,4,5,4,4,4,5,0,0.0,satisfied,31-45,no delay,3.8333333333333335
111751,male,loyal customer,32,personal travel,eco,1154,3,4,4,1,2,4,2,2,5,5,4,4,4,2,0,0.0,neutral or dissatisfied,31-45,no delay,3.4166666666666665
105188,male,loyal customer,63,personal travel,eco,220,1,4,1,4,4,1,4,4,1,3,4,3,3,4,25,44.0,neutral or dissatisfied,60+,16-30,2.75
37001,female,loyal customer,12,personal travel,eco,759,3,4,3,5,4,3,4,4,3,5,5,5,5,4,23,27.0,neutral or dissatisfied,under 18,16-30,4.0
64757,male,disloyal customer,22,business travel,eco,247,2,5,2,1,4,2,3,4,3,5,4,4,5,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.5
104446,female,loyal customer,33,business travel,eco plus,1024,2,1,1,1,2,2,2,2,3,3,3,2,3,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.25
69064,female,loyal customer,51,business travel,business,1389,2,3,3,3,2,3,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.3333333333333335
92346,male,loyal customer,48,business travel,business,2213,4,3,3,3,3,4,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.75
60894,male,disloyal customer,22,business travel,eco,420,3,2,3,3,1,3,1,1,1,4,4,4,3,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.4166666666666665
55629,male,loyal customer,65,personal travel,eco,1824,1,5,1,3,1,1,2,1,3,5,5,3,5,1,2,0.0,neutral or dissatisfied,60+,1-15,2.4166666666666665
40189,male,loyal customer,59,business travel,business,2040,1,1,1,1,4,3,5,2,2,2,2,1,2,3,0,7.0,satisfied,46-60,no delay,2.3333333333333335
66774,male,loyal customer,40,business travel,business,802,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,3.0,satisfied,31-45,no delay,4.25
66113,female,disloyal customer,27,business travel,business,583,1,1,1,3,3,1,4,3,4,3,4,4,5,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.0
34747,female,loyal customer,61,business travel,eco,301,2,2,2,2,4,3,3,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied,60+,no delay,2.25
49446,female,loyal customer,49,business travel,business,421,5,5,5,5,4,4,2,5,5,5,5,2,5,4,7,4.0,satisfied,46-60,1-15,4.25
67246,female,loyal customer,7,personal travel,eco,1119,1,5,1,5,4,1,4,4,5,4,4,3,5,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.3333333333333335
50462,female,loyal customer,57,business travel,business,109,1,3,3,3,3,1,2,3,3,3,1,1,3,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.25
127443,female,loyal customer,40,business travel,eco plus,1009,3,5,5,5,3,3,3,3,2,4,3,1,4,3,0,0.0,neutral or dissatisfied,31-45,no delay,3.0833333333333335
52431,male,loyal customer,45,personal travel,eco,425,3,4,3,3,3,3,3,3,1,4,2,1,4,3,0,0.0,neutral or dissatisfied,31-45,no delay,2.75
49035,male,loyal customer,56,business travel,business,363,3,3,3,3,3,2,2,5,5,5,5,2,5,5,0,0.0,satisfied,46-60,no delay,3.75
9711,female,loyal customer,33,personal travel,eco,212,1,0,1,3,1,1,1,3,1,5,3,1,3,1,165,179.0,neutral or dissatisfied,31-45,60+,1.8333333333333333
105925,female,loyal customer,33,business travel,business,1491,5,5,5,5,2,5,4,4,4,5,4,3,4,3,13,8.0,satisfied,31-45,1-15,4.0
77534,male,loyal customer,30,business travel,eco plus,1310,5,2,2,2,5,5,5,5,2,1,4,5,2,5,24,12.0,satisfied,18-30,16-30,3.8333333333333335
36144,female,loyal customer,22,business travel,eco plus,1562,3,3,3,3,3,3,4,3,2,5,4,2,3,3,0,20.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
44064,male,loyal customer,37,personal travel,eco,610,3,3,3,3,5,3,5,5,2,3,3,3,3,5,0,0.0,neutral or dissatisfied,31-45,no delay,3.5833333333333335
121579,male,disloyal customer,37,business travel,eco,912,2,2,2,4,4,2,4,4,4,3,4,3,3,4,71,86.0,neutral or dissatisfied,31-45,60+,3.25
97606,male,loyal customer,59,business travel,eco,442,4,5,5,5,4,4,4,4,4,2,4,2,4,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.75
89405,female,loyal customer,43,business travel,business,1511,3,3,3,3,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,31-45,no delay,4.333333333333333
43263,female,disloyal customer,39,business travel,business,347,3,3,3,1,5,3,5,5,4,5,5,2,3,5,0,0.0,neutral or dissatisfied,31-45,no delay,4.0
115262,male,disloyal customer,45,business travel,business,342,4,3,3,1,1,4,1,1,3,5,5,5,5,1,0,0.0,satisfied,31-45,no delay,3.1666666666666665
75939,female,loyal customer,15,personal travel,eco,1572,2,4,2,3,4,2,4,4,4,5,3,4,5,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.5833333333333335
88737,male,loyal customer,26,personal travel,eco,545,5,1,5,3,1,5,1,1,1,1,4,4,3,1,2,5.0,satisfied,18-30,1-15,2.6666666666666665
84618,female,loyal customer,59,business travel,business,269,0,0,0,1,3,3,5,1,1,1,1,3,1,1,0,0.0,satisfied,46-60,no delay,1.6666666666666667
114538,male,loyal customer,66,personal travel,business,337,3,4,4,4,4,4,4,3,3,4,3,5,3,3,42,32.0,neutral or dissatisfied,60+,31-60,3.5833333333333335
87922,female,disloyal customer,22,business travel,eco,270,1,2,1,3,1,1,1,1,4,3,4,1,3,1,43,37.0,neutral or dissatisfied,18-30,31-60,1.8333333333333333
55540,female,disloyal customer,37,business travel,business,550,4,4,4,1,2,4,2,2,3,4,4,3,5,2,0,0.0,satisfied,31-45,no delay,3.25
28739,male,loyal customer,25,business travel,business,1024,3,5,5,5,3,3,3,3,4,5,3,2,4,3,0,30.0,neutral or dissatisfied,18-30,no delay,3.4166666666666665
122645,female,disloyal customer,34,business travel,business,361,2,3,3,4,3,2,2,2,4,4,4,2,4,2,138,140.0,neutral or dissatisfied,31-45,60+,2.8333333333333335
118763,male,loyal customer,60,personal travel,eco,304,2,4,2,5,1,2,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.5833333333333335
55526,female,loyal customer,40,business travel,business,550,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,31-45,no delay,4.0
91988,male,loyal customer,40,business travel,business,236,4,4,3,4,3,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,31-45,no delay,3.8333333333333335
48751,female,disloyal customer,33,business travel,business,373,2,2,2,3,4,2,5,4,2,1,3,2,3,4,1,0.0,neutral or dissatisfied,31-45,1-15,2.8333333333333335
11434,male,loyal customer,27,business travel,eco plus,667,2,3,3,3,2,2,2,2,3,4,3,3,2,2,69,64.0,neutral or dissatisfied,18-30,60+,2.5
87324,male,loyal customer,40,business travel,business,1027,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,31-45,no delay,4.083333333333333
117663,female,loyal customer,40,business travel,business,1449,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,27.0,satisfied,31-45,1-15,4.0
71078,female,loyal customer,25,personal travel,eco,802,1,4,1,1,5,1,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied,18-30,no delay,3.6666666666666665
89444,female,loyal customer,20,personal travel,eco,302,4,5,4,1,5,4,5,5,5,2,5,3,4,5,0,1.0,neutral or dissatisfied,18-30,no delay,4.25
4007,female,loyal customer,55,business travel,business,483,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,46-60,no delay,4.0
100019,male,loyal customer,49,business travel,business,1955,3,1,5,1,2,2,2,3,3,3,3,3,3,1,52,46.0,neutral or dissatisfied,46-60,31-60,2.75
116893,male,loyal customer,59,business travel,business,2306,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,46-60,no delay,3.5833333333333335
79317,male,loyal customer,25,personal travel,eco,2248,2,4,2,2,4,2,4,4,5,2,4,4,4,4,10,0.0,neutral or dissatisfied,18-30,1-15,3.4166666666666665
3531,female,loyal customer,46,business travel,business,157,3,3,3,3,2,3,5,4,4,4,4,4,4,1,0,3.0,satisfied,46-60,no delay,3.4166666666666665
127079,female,loyal customer,48,business travel,eco,370,2,5,5,5,5,4,3,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied,46-60,no delay,2.9166666666666665
109919,male,loyal customer,37,personal travel,eco,1144,1,5,1,2,2,1,4,2,3,5,4,4,4,2,5,13.0,neutral or dissatisfied,31-45,1-15,2.75
68673,female,disloyal customer,21,business travel,eco,237,2,3,2,3,2,2,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.5833333333333335
91107,male,loyal customer,31,personal travel,eco,270,1,3,1,3,4,1,1,4,3,3,3,3,3,4,13,9.0,neutral or dissatisfied,31-45,1-15,2.5833333333333335
86779,female,loyal customer,25,business travel,business,2943,3,3,3,3,5,5,5,5,4,4,5,4,4,5,0,0.0,satisfied,18-30,no delay,4.333333333333333
82131,female,loyal customer,46,business travel,business,2519,4,4,4,4,5,5,5,4,5,5,5,5,3,5,23,21.0,satisfied,46-60,16-30,4.583333333333333
66514,female,loyal customer,53,personal travel,eco,447,2,5,2,1,1,3,4,3,3,2,3,5,3,2,46,48.0,neutral or dissatisfied,46-60,31-60,2.75
67587,male,disloyal customer,37,business travel,business,1235,1,1,1,2,1,1,1,1,3,4,5,3,5,1,0,1.0,neutral or dissatisfied,31-45,no delay,2.25
8957,female,loyal customer,49,business travel,business,738,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,46-60,no delay,4.333333333333333
70315,male,loyal customer,26,business travel,business,1501,3,3,3,3,4,4,4,4,5,4,4,4,4,4,0,0.0,satisfied,18-30,no delay,3.9166666666666665
100662,female,loyal customer,46,business travel,business,2954,2,2,2,2,5,5,4,4,4,4,4,5,4,3,10,33.0,satisfied,46-60,1-15,3.8333333333333335
65062,male,loyal customer,13,personal travel,eco,224,5,4,0,4,4,0,3,4,3,4,4,5,4,4,1,5.0,satisfied,under 18,1-15,3.3333333333333335
124102,male,loyal customer,28,business travel,business,529,3,3,2,3,4,4,4,4,4,5,5,4,5,4,20,28.0,satisfied,18-30,16-30,4.0
103540,male,disloyal customer,36,business travel,eco,738,2,2,2,3,1,2,1,1,1,1,4,4,3,1,21,10.0,neutral or dissatisfied,31-45,16-30,1.9166666666666667
